Dataset_No,Pair_Index,Starting_City_Agent1,Starting_City_Agent2,Agent1_Path,Agent2_Path,Agent1_Benefit,Agent2_Benefit,Agent1_Cost,Agent2_Cost,Agent1_Payoff,Agent2_Payoff,Total_Benefit,Total_Payoff,Average_Payoff,Agent1_City_Count,Agent2_City_Count,Agent1_Timestamps,Agent2_Timestamps
1,1,1,2,"1, 4, 5, 9,10,11,13,16,17,18","2, 3, 6, 7, 8,12,14,15,19,20",1500,1500,78,80.518,1422,1419.482,3000,2841.482,1420.741,10,10,"0,21,63,75,142.1,201.7,239.9,289.1,315.9,342,390","0,53,91,108,168,192,215,263,312.2,344.59,402.59"
1,2,1,3,"1, 2, 6, 7, 9,10,11,13,16,17,18","3, 4, 5, 8,12,14,15,19,20",1650,1350,100,76.118,1550,1273.882,3000,2823.882,1411.941,11,9,"0,97,126,143,185,252.1,311.7,349.9,399.1,425.9,452,500","0,67,109,176,200,223,271,320.2,352.59,380.59"
1,3,1,4,"1, 2, 3, 5, 6, 7,10,12,14,15,19,20","4, 8, 9,11,13,16,17,18",1800,1200,115.118,65.96,1684.882,1134.04,3000,2818.922,1409.461,12,8,"0,97,150,201,235,252,279,344,367,415,464.2,496.59,575.59","0,54,132,152.5,190.7,239.9,266.7,292.8,329.8"
1,4,1,5,"1, 2, 3, 4, 8, 9,11,13,14,15,19,20","5, 6, 7,10,12,16,17,18",1800,1200,137.058,46.06,1662.942,1153.94,3000,2816.882,1408.441,12,8,"0,97,150,217,271,349,369.5,407.7,476.7,524.7,573.9,606.29,685.29","0,34,51,78,143,165.4,192.2,218.3,230.3"
1,5,1,6,"1, 2, 3, 4, 5, 9,12,14,15,19,20","6, 7, 8,10,11,13,16,17,18",1650,1350,111.518,79.08,1538.482,1270.92,3000,2809.402,1404.701,11,9,"0,97,150,217,259,271,326,349,397,446.2,478.59,557.59","0,17,77,149.5,209.1,247.3,296.5,323.3,349.4,395.4"
1,6,1,7,"1, 2, 3, 4, 5, 6, 9,11,13,16,17,18","7, 8,10,12,14,15,19,20",1800,1200,106.36,78.018,1693.64,1121.982,3000,2815.622,1407.811,12,8,"0,97,150,217,259,293,323,343.5,381.7,430.9,457.7,483.8,531.8","0,60,132.5,197.5,220.5,268.5,317.7,350.09,390.09"
1,7,1,8,"1, 2, 3, 4, 5, 6, 7, 9,11,13,18","8,10,12,14,15,16,17,19,20",1650,1350,96.42,92.118,1553.58,1257.882,3000,2811.462,1405.731,11,9,"0,97,150,217,259,293,310,352,372.5,410.7,434.1,482.1","0,72.5,137.5,160.5,208.5,283.3,310.1,371.2,403.59,460.59"
1,8,1,9,"1, 4, 5, 8,10,11,13,16,17,18","9, 2, 3, 6, 7,12,14,15,19,20",1500,1500,90.08,88.518,1409.92,1411.482,3000,2821.402,1410.701,10,10,"0,21,63,130,202.5,262.1,300.3,349.5,376.3,402.4,450.4","0,56,109,147,164,209,232,280,329.2,361.59,442.59"
1,9,1,10,"1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,16,17,18,19,20","10,12,14,15",2400,600,161.438,35.84,2238.562,564.16,3000,2802.722,1401.361,16,4,"0,97,150,217,259,293,310,370,448,468.5,506.7,555.9,582.7,608.8,695.8,728.19,807.19","0,65,88,136,179.2"
1,10,1,11,"1, 2, 3, 4, 5, 6, 7, 8, 9,10,13,16,17,18","11,12,14,15,19,20",2100,900,151.44,59.998,1948.56,840.002,3000,2788.562,1394.281,14,6,"0,97,150,217,259,293,310,370,448,515.1,607.1,656.3,683.1,709.2,757.2","0,68,91,139,188.2,220.59,299.99"
1,11,1,12,"1, 4, 5, 9,10,11,14,15,20","12, 2, 3, 6, 7, 8,13,16,17,18,19",1350,1650,79.946,121.48,1270.054,1528.52,3000,2798.574,1399.287,9,11,"0,21,63,75,142.1,201.7,255.7,303.7,320.73,399.73","0,80,133,171,188,248,343.3,392.5,419.3,445.4,532.4,607.4"
1,12,1,13,"1, 4, 5, 6, 7,10,12,14,16,17,18","13, 2, 3, 8, 9,11,15,19,20",1650,1350,71.48,110.418,1578.52,1239.582,3000,2818.102,1409.051,11,9,"0,21,63,97,114,141,206,229,256.5,283.3,309.4,357.4","0,78,131,173,251,271.5,364.5,413.7,446.09,552.09"
1,13,1,14,"1, 4, 5, 9,10,11,13,16","14, 2, 3, 6, 7, 8,12,15,17,18,19,20",1200,1800,63.42,115.058,1136.58,1684.942,3000,2821.522,1410.761,8,12,"0,21,63,75,142.1,201.7,239.9,289.1,317.1","0,58,111,149,166,226,250,310,387.8,413.9,500.9,533.29,575.29"
1,14,1,15,"1, 4, 5, 6, 7, 9,11,13,16,17,18","15, 2, 3, 8,10,12,14,19,20",1650,1350,72.96,86.458,1577.04,1263.542,3000,2840.582,1420.291,11,9,"0,21,63,97,114,156,176.5,214.7,263.9,290.7,316.8,364.8","0,75,128,170,242.5,307.5,330.5,382.9,415.29,432.29"
1,15,1,16,"1, 4, 5, 7, 8,12,14,15,20","16, 2, 3, 6, 9,10,11,13,17,18,19",1350,1650,71.006,117.22,1278.994,1532.78,3000,2811.774,1405.887,9,11,"0,21,63,104,164,188,211,259,276.03,355.03","0,72,125,163,193,260.1,319.7,357.9,397.3,423.4,510.4,586.1"
1,16,1,17,"1, 4, 5, 6, 7,10,12","17, 2, 3, 8, 9,11,13,14,15,16,18,19,20",1050,1950,45.4,183.898,1004.6,1766.102,3000,2770.702,1385.351,7,13,"0,21,63,97,114,141,206,227","0,49,102,144,222,242.5,280.7,349.7,397.7,472.5,733.5,820.5,852.89,919.49"
1,17,1,18,"1, 4, 5, 9,11,13,15,20","18, 2, 3, 6, 7, 8,10,12,14,16,17,19",1200,1800,69.346,120.98,1130.654,1679.02,3000,2809.674,1404.837,8,12,"0,21,63,75,95.5,133.7,250.7,267.73,346.73","0,74,127,165,182,242,314.5,379.5,402.5,430,456.8,517.9,604.9"
1,18,1,19,"1, 4, 5, 9,11,13,16,17,18","19, 2, 3, 6, 7, 8,10,12,14,15,20",1350,1650,56.76,91.186,1293.24,1558.814,3000,2852.054,1426.027,9,11,"0,21,63,75,95.5,133.7,182.9,209.7,235.8,283.8","0,30,83,121,138,198,270.5,335.5,358.5,406.5,423.53,455.93"
1,19,1,20,"1, 4, 5, 9,10,11,13,16,17,18","20, 2, 3, 6, 7, 8,12,14,15,19",1500,1500,78,80.518,1422,1419.482,3000,2841.482,1420.741,10,10,"0,21,63,75,142.1,201.7,239.9,289.1,315.9,342,390","0,58,111,149,166,226,250,273,321,370.2,402.59"
1,20,2,1,"2, 3, 6, 7, 8,12,14,15,19,20","1, 4, 5, 9,10,11,13,16,17,18",1500,1500,80.518,78,1419.482,1422,3000,2841.482,1420.741,10,10,"0,53,91,108,168,192,215,263,312.2,344.59,402.59","0,21,63,75,142.1,201.7,239.9,289.1,315.9,342,390"
1,21,2,3,"2, 5, 6, 7, 9,10,11,13,14,15,19,20","3, 1, 4, 8,12,16,17,18",1800,1200,115.298,58.26,1684.702,1141.74,3000,2826.442,1413.221,12,8,"0,62,96,113,155,222.1,281.7,319.9,388.9,436.9,486.1,518.49,576.49","0,55,76,130,154,176.4,203.2,229.3,291.3"
1,22,2,4,"2, 3, 6, 7, 8,10,12,14,15,19,20","4, 1, 5, 9,11,13,16,17,18",1650,1350,103.218,55.96,1546.782,1294.04,3000,2840.822,1420.411,11,9,"0,53,91,108,168,240.5,305.5,328.5,376.5,425.7,458.09,516.09","0,21,70,82,102.5,140.7,189.9,216.7,242.8,279.8"
1,23,2,5,"2, 3, 6, 7, 8,10,12,14,15,19,20","5, 1, 4, 9,11,13,16,17,18",1650,1350,103.218,59.36,1546.782,1290.64,3000,2837.422,1418.711,11,9,"0,53,91,108,168,240.5,305.5,328.5,376.5,425.7,458.09,516.09","0,49,70,124,144.5,182.7,231.9,258.7,284.8,296.8"
1,24,2,6,"2, 3, 8,10,12,14,15,19,20","6, 1, 4, 5, 7, 9,11,13,16,17,18",1350,1650,88.618,84.56,1261.382,1565.44,3000,2826.822,1413.411,9,11,"0,53,95,167.5,232.5,255.5,303.5,352.7,385.09,443.09","0,70,91,133,174,216,236.5,274.7,323.9,350.7,376.8,422.8"
1,25,2,7,"2, 3, 8,10,12,14,15,19,20","7, 1, 4, 5, 6, 9,11,13,16,17,18",1350,1650,88.618,80.56,1261.382,1569.44,3000,2830.822,1415.411,9,11,"0,53,95,167.5,232.5,255.5,303.5,352.7,385.09,443.09","0,63,84,126,160,190,210.5,248.7,297.9,324.7,350.8,402.8"
1,26,2,8,"2, 3,10,12,14,15,19,20","8, 1, 4, 5, 6, 7, 9,11,13,16,17,18",1200,1800,71.958,84.36,1128.042,1715.64,3000,2843.682,1421.841,8,12,"0,53,84.2,149.2,172.2,220.2,269.4,301.79,359.79","0,33,54,96,130,147,189,209.5,247.7,296.9,323.7,349.8,421.8"
1,27,2,9,"2, 3, 6, 7, 8,12,14,15,16,17,19,20","9, 1, 4, 5,10,11,13,18",1800,1200,103.218,66.34,1696.782,1133.66,3000,2830.442,1415.221,12,8,"0,53,91,108,168,192,215,263,337.8,364.6,425.7,458.09,516.09","0,61,82,124,191.5,251.1,289.3,312.7,331.7"
1,28,2,10,"2, 3, 6, 7, 8,12,14,15,19,20","10, 1, 4, 5, 9,11,13,16,17,18",1500,1500,80.518,80.04,1419.482,1419.96,3000,2839.442,1419.721,10,10,"0,53,91,108,168,192,215,263,312.2,344.59,402.59","0,85,106,148,160,180.5,218.7,267.9,294.7,320.8,400.2"
1,29,2,11,"2, 3, 7, 8,12,14,15,19,20","11, 1, 4, 5, 6, 9,10,13,16,17,18",1350,1650,73.718,101.18,1276.282,1548.82,3000,2825.102,1412.551,9,11,"0,53,74,134,158,181,229,278.2,310.59,368.59","0,78,99,141,175,205,272.1,364.1,413.3,440.1,466.2,505.9"
1,30,2,12,"2, 3, 6, 7, 9,10,11,13,16,17,18,19","12, 1, 4, 5, 8,14,15,20",1800,1200,106.8,62.606,1693.2,1137.394,3000,2830.594,1415.297,12,8,"0,53,91,108,150,217.1,276.7,314.9,364.1,390.9,417,504,534","0,21,42,84,151,189,237,254.03,313.03"
1,31,2,13,"2, 3, 6, 7, 8,10,12,14,15,19,20","13, 1, 4, 5, 9,11,16,17,18",1650,1350,103.218,58.68,1546.782,1291.32,3000,2838.102,1419.051,11,9,"0,53,91,108,168,240.5,305.5,328.5,376.5,425.7,458.09,516.09","0,71,92,134,146,166.5,217.1,243.9,270,293.4"
1,32,2,14,"2, 3, 6, 7, 8,12,15,19,20","14, 1, 4, 5, 9,10,11,13,16,17,18",1350,1650,78.318,86.8,1271.682,1563.2,3000,2834.882,1417.441,9,11,"0,53,91,108,168,192,252,301.2,333.59,391.59","0,43,64,106,118,185.1,244.7,282.9,332.1,358.9,385,434"
1,33,2,15,"2, 3, 8,10,12,16,17,18,19","15, 1, 4, 5, 6, 7, 9,11,13,14,20",1350,1650,84.96,84.258,1265.04,1565.742,3000,2830.782,1415.391,9,11,"0,53,95,167.5,232.5,254.9,281.7,307.8,394.8,424.8","0,79,100,142,176,193,235,255.5,293.7,362.7,404.29,421.29"
1,34,2,16,"2, 3, 5, 6, 7,10,12,14,15,19,20","16, 1, 4, 8, 9,11,13,17,18",1650,1350,91.518,66.26,1558.482,1283.74,3000,2842.222,1421.111,11,9,"0,53,104,138,155,182,247,270,318,367.2,399.59,457.59","0,28,49,103,181,201.5,239.7,279.1,305.2,331.3"
1,35,2,17,"2, 3, 6, 7, 8,10,12,15,19,20","17, 1, 4, 5, 9,11,13,14,16,18",1500,1500,101.018,114.46,1398.982,1385.54,3000,2784.522,1392.261,10,10,"0,53,91,108,168,240.5,305.5,365.5,414.7,447.09,505.09","0,55,76,118,130,150.5,188.7,257.7,285.2,546.2,572.3"
1,36,2,18,"2, 3, 8,12,14,15,19,20","18, 1, 4, 5, 6, 7, 9,10,11,13,16,17",1200,1800,65.918,94.2,1134.082,1705.8,3000,2839.882,1419.941,8,12,"0,53,95,119,142,190,239.2,271.59,329.59","0,48,69,111,145,162,204,271.1,330.7,368.9,418.1,444.9,471"
1,37,2,19,"2, 3, 8,12,16,17,18","19, 1, 4, 5, 6, 7, 9,10,11,13,14,15,20",1050,1950,53.66,116.466,996.34,1833.534,3000,2829.874,1414.937,7,13,"0,53,95,119,141.4,168.2,194.3,268.3","0,95,116,158,192,209,251,318.1,377.7,415.9,484.9,532.9,549.93,582.33"
1,38,2,20,"2, 3, 8,12,16,17,18,19","20, 1, 4, 5, 6, 7, 9,10,11,13,14,15",1200,1800,62.26,106.786,1137.74,1693.214,3000,2830.954,1415.477,8,12,"0,53,95,119,141.4,168.2,194.3,281.3,311.3","0,79,100,142,176,193,235,302.1,361.7,399.9,468.9,516.9,533.93"
1,39,3,1,"3, 6, 7, 8,12,14,15,19,20","1, 2, 4, 5, 9,10,11,13,16,17,18",1350,1650,63.918,113.2,1286.082,1536.8,3000,2822.882,1411.441,9,11,"0,38,55,115,139,162,210,259.2,291.59,319.59","0,97,197,239,251,318.1,377.7,415.9,465.1,491.9,518,566"
1,40,3,2,"3, 1, 4, 5, 7, 8,12,15,20","2, 6, 9,10,11,13,14,16,17,18,19",1350,1650,69.606,98.06,1280.394,1551.94,3000,2832.334,1416.167,9,11,"0,55,76,118,159,219,243,303,320.03,348.03","0,29,59,126.1,185.7,223.9,292.9,320.4,347.2,373.3,460.3,490.3"
1,41,3,4,"3, 8,12,14,15,16,17,19,20","4, 1, 2, 5, 6, 7, 9,10,11,13,18",1350,1650,72.018,99.66,1277.982,1550.34,3000,2828.322,1414.161,9,11,"0,42,66,89,137,211.8,238.6,299.7,332.09,360.09","0,21,118,180,214,231,273,340.1,399.7,437.9,461.3,498.3"
1,42,3,5,"3, 6, 7, 8,12,14,15,19,20","5, 1, 2, 4, 9,10,11,13,16,17,18",1350,1650,63.918,115.8,1286.082,1534.2,3000,2820.282,1410.141,9,11,"0,38,55,115,139,162,210,259.2,291.59,319.59","0,49,146,246,300,367.1,426.7,464.9,514.1,540.9,567,579"
1,43,3,6,"3, 4, 5, 8,12","6, 1, 2, 7, 9,10,11,13,14,15,16,17,18,19,20",750,2250,46.8,165.998,703.2,2084.002,3000,2787.202,1393.601,5,15,"0,67,109,176,200,234","0,70,167,202,244,311.1,370.7,408.9,477.9,525.9,600.7,627.5,653.6,740.6,772.99,829.99"
1,44,3,7,"3, 4, 5, 9,10,11,13,17,18,19,20","7, 1, 2, 6, 8,12,14,15,16",1650,1350,99.758,94.76,1550.242,1255.24,3000,2805.482,1402.741,11,9,"0,67,109,121,188.1,247.7,285.9,325.3,351.4,438.4,470.79,498.79","0,63,160,189,263,287,310,358,432.8,473.8"
1,45,3,8,"3, 4, 5, 9,10,11,13,16,17,18,19","8, 1, 2, 6, 7,12,14,15,20",1650,1350,103.2,73.206,1546.8,1276.794,3000,2823.594,1411.797,11,9,"0,67,109,121,188.1,247.7,285.9,335.1,361.9,388,475,516","0,33,130,159,176,221,244,292,309.03,366.03"
1,46,3,9,"3, 6, 7, 8,12,14,15,19,20","9, 1, 2, 4, 5,10,11,13,16,17,18",1350,1650,63.918,117.28,1286.082,1532.72,3000,2818.802,1409.401,9,11,"0,38,55,115,139,162,210,259.2,291.59,319.59","0,61,158,258,300,367.5,427.1,465.3,514.5,541.3,567.4,586.4"
1,47,3,10,"3, 5, 6, 7, 9,11,13,14,15,19,20","10, 1, 2, 4, 8,12,16,17,18",1650,1350,85.858,102.94,1564.142,1247.06,3000,2811.202,1405.601,11,9,"0,51,85,102,144,164.5,202.7,271.7,319.7,368.9,401.29,429.29","0,85,182,282,336,360,382.4,409.2,435.3,514.7"
1,48,3,11,"3, 4, 5, 9,12,16,17,18,19","11, 1, 2, 6, 7, 8,10,13,14,15,20",1350,1650,75.86,131.786,1274.14,1518.214,3000,2792.354,1396.177,9,11,"0,67,109,121,176,198.4,225.2,251.3,338.3,379.3","0,78,175,204,221,281,353.5,445.5,514.5,562.5,579.53,658.93"
1,49,3,12,"3, 4, 5, 9,10,11,13,14,15,19,20","12, 1, 2, 6, 7, 8,16,17,18",1650,1350,102.498,74.2,1547.502,1275.8,3000,2823.302,1411.651,11,9,"0,67,109,121,188.1,247.7,285.9,354.9,402.9,452.1,484.49,512.49","0,21,118,147,164,224,270.1,296.9,323,371"
1,50,3,13,"3, 4, 5, 6, 7, 8,12,14,15,19,20","13, 1, 2, 9,10,11,16,17,18",1650,1350,84.918,95.52,1565.082,1254.48,3000,2819.562,1409.781,11,9,"0,67,109,143,160,220,244,267,315,364.2,396.59,424.59","0,71,168,224,291.1,350.7,401.3,428.1,454.2,477.6"
1,51,3,14,"3, 4, 5, 9,10,11,13,17,18,19,20","14, 1, 2, 6, 7, 8,12,15,16",1650,1350,99.758,86.36,1550.242,1263.64,3000,2813.882,1406.941,11,9,"0,67,109,121,188.1,247.7,285.9,325.3,351.4,438.4,470.79,498.79","0,43,140,169,186,246,270,330,404.8,431.8"
1,52,3,15,"3, 4, 5, 8, 9,11,13,16,17,18","15, 1, 2, 6, 7,10,12,14,19,20",1500,1500,95.36,87.758,1404.64,1412.242,3000,2816.882,1408.441,10,10,"0,67,109,176,254,274.5,312.7,361.9,388.7,414.8,476.8","0,79,176,205,222,249,314,337,389.4,421.79,438.79"
1,53,3,16,"3, 6, 7, 8,10,12,14,15,19,20","16, 1, 2, 4, 5, 9,11,13,17,18",1500,1500,86.618,85.86,1413.382,1414.14,3000,2827.522,1413.761,10,10,"0,38,55,115,187.5,252.5,275.5,323.5,372.7,405.09,433.09","0,28,125,225,267,279,299.5,337.7,377.1,403.2,429.3"
1,54,3,17,"3, 6, 7, 8,12,14,15,20","17, 1, 2, 4, 5, 9,10,11,13,16,18,19",1200,1800,51.006,185.84,1148.994,1614.16,3000,2763.154,1381.577,8,12,"0,38,55,115,139,162,210,227.03,255.03","0,55,152,252,294,306,373.1,432.7,470.9,520.1,781.1,868.1,929.2"
1,55,3,18,"3, 4, 5, 6, 7,10,12,14,15,19,20","18, 1, 2, 8, 9,11,13,16,17",1650,1350,86.518,95.76,1563.482,1254.24,3000,2817.722,1408.861,11,9,"0,67,109,143,160,187,252,275,323,372.2,404.59,432.59","0,48,145,240,318,338.5,376.7,425.9,452.7,478.8"
1,56,3,19,"3, 6, 7, 8,10,12,14,15","19, 1, 2, 4, 5, 9,11,13,16,17,18,20",1200,1800,71.9,125.594,1128.1,1674.406,3000,2802.506,1401.253,8,12,"0,38,55,115,187.5,252.5,275.5,323.5,359.5","0,95,192,292,334,346,366.5,404.7,453.9,480.7,506.8,595.57,627.97"
1,57,3,20,"3, 4, 5, 9,13,16,17,18,19","20, 1, 2, 6, 7, 8,10,11,12,14,15",1350,1650,75.24,114.026,1274.76,1535.974,3000,2810.734,1405.367,9,11,"0,67,109,121,146.1,195.3,222.1,248.2,335.2,376.2","0,79,176,205,222,282,354.5,414.1,482.1,505.1,553.1,570.13"
1,58,4,1,"4, 5, 9,13,16,17,18","1, 2, 3, 6, 7, 8,10,11,12,14,15,19,20",1050,1950,43.64,139.338,1006.36,1810.662,3000,2817.022,1408.511,7,13,"0,42,54,79.1,128.3,155.1,181.2,218.2","0,97,150,188,205,265,337.5,397.1,465.1,488.1,536.1,585.3,617.69,696.69"
1,59,4,2,"4, 1, 5, 9,10,11,13,16,17,18","2, 3, 6, 7, 8,12,14,15,19,20",1500,1500,77.2,80.518,1422.8,1419.482,3000,2842.282,1421.141,10,10,"0,21,70,82,149.1,208.7,246.9,296.1,322.9,349,386","0,53,91,108,168,192,215,263,312.2,344.59,402.59"
1,60,4,3,"4, 5, 9,11,13,16,17,18","3, 1, 2, 6, 7, 8,10,12,14,15,19,20",1200,1800,50.36,115.218,1149.64,1684.782,3000,2834.422,1417.211,8,12,"0,42,54,74.5,112.7,161.9,188.7,214.8,251.8","0,55,152,181,198,258,330.5,395.5,418.5,466.5,515.7,548.09,576.09"
1,61,4,5,"4, 1, 2, 3, 8, 9,11,13,14,15,19,20","5, 6, 7,10,12,16,17,18",1800,1200,128.458,46.06,1671.542,1153.94,3000,2825.482,1412.741,12,8,"0,21,118,171,213,291,311.5,349.7,418.7,466.7,515.9,548.29,642.29","0,34,51,78,143,165.4,192.2,218.3,230.3"
1,62,4,6,"4, 5, 9,11,13,14,16,17,18","6, 1, 2, 3, 7, 8,10,12,15,19,20",1350,1650,59.82,127.418,1290.18,1522.582,3000,2812.762,1406.381,9,11,"0,42,54,74.5,112.7,181.7,209.2,236,262.1,299.1","0,70,167,220,241,301,373.5,438.5,498.5,547.7,580.09,637.09"
1,63,4,7,"4, 5, 9,10,11,13,17,18","7, 1, 2, 3, 6, 8,12,14,15,16,19,20",1200,1800,64.28,128.578,1135.72,1671.422,3000,2807.142,1403.571,8,12,"0,42,54,121.1,180.7,218.9,258.3,284.4,321.4","0,63,160,213,251,325,349,372,420,494.8,570.5,602.89,642.89"
1,64,4,8,"4, 1, 2, 3, 5, 6, 7,10,11,13,16,17,18","8, 9,12,14,15,19,20",1950,1050,107.38,68.518,1842.62,981.482,3000,2824.102,1412.051,13,7,"0,21,118,171,222,256,273,300,359.6,397.8,447,473.8,499.9,536.9","0,78,133,156,204,253.2,285.59,342.59"
1,65,4,9,"4, 5, 8,10,12,14,16,17,18","9, 1, 2, 3, 6, 7,11,13,15,19,20",1350,1650,77.38,124.698,1272.62,1525.302,3000,2797.922,1398.961,9,11,"0,42,109,181.5,246.5,269.5,297,323.8,349.9,386.9","0,61,158,211,249,266,305.7,343.9,460.9,510.1,542.49,623.49"
1,66,4,10,"4, 5, 9,12,14,15,16,17,19,20","10, 1, 2, 3, 6, 7, 8,11,13,18",1500,1500,93.818,116.2,1406.182,1383.8,3000,2789.982,1394.991,10,10,"0,42,54,109,132,180,254.8,281.6,342.7,375.09,469.09","0,85,182,235,273,290,350,440,478.2,501.6,581"
1,67,4,11,"4, 5, 6, 7, 8,10,12,16,17,18","11, 1, 2, 3, 9,13,14,15,19,20",1500,1500,80.56,117.618,1419.44,1382.382,3000,2801.822,1400.911,10,10,"0,42,76,93,153,225.5,290.5,312.9,339.7,365.8,402.8","0,78,175,228,285,310.1,379.1,427.1,476.3,508.69,588.09"
1,68,4,12,"4, 5, 9,10,11,16,17,18","12, 1, 2, 3, 6, 7, 8,13,14,15,19,20",1200,1800,64.24,127.778,1135.76,1672.222,3000,2807.982,1403.991,8,12,"0,42,54,121.1,180.7,231.3,258.1,284.2,321.2","0,21,118,171,209,226,286,381.3,450.3,498.3,547.5,579.89,638.89"
1,69,4,13,"4, 5, 6, 7,10,12,16,17,18","13, 1, 2, 3, 8, 9,11,14,15,19,20",1350,1650,59.46,130.218,1290.54,1519.782,3000,2810.322,1405.161,9,11,"0,42,76,93,120,185,207.4,234.2,260.3,297.3","0,71,168,221,263,341,361.5,415.5,463.5,512.7,545.09,651.09"
1,70,4,14,"4, 5, 6, 7, 9,11,13,18","14, 1, 2, 3, 8,10,12,15,16,17,19,20",1200,1800,50.82,133.918,1149.18,1666.082,3000,2815.262,1407.631,8,12,"0,42,76,93,135,155.5,193.7,217.1,254.1","0,43,140,193,235,307.5,372.5,432.5,507.3,534.1,595.2,627.59,669.59"
1,71,4,15,"4, 5, 9,11,13,17,18,19,20","15, 1, 2, 3, 6, 7, 8,10,12,14,16",1350,1650,78.318,121.4,1271.682,1528.6,3000,2800.282,1400.141,9,11,"0,42,54,74.5,112.7,152.1,178.2,265.2,297.59,391.59","0,79,176,229,267,284,344,416.5,481.5,504.5,532,607"
